id,carrier,iata,name,config,created_at,updated_at
1,EI,332,Airbus A330-200 (332) V1,{"f"=>0, "j"=>24, "p"=>0, "y"=>248, "total"=>272},2015-04-13 05:43:36 UTC,2015-04-13 05:43:36 UTC
2,EI,332,Airbus A330-200 (332) V2,{"f"=>0, "j"=>24, "p"=>0, "y"=>243, "total"=>267},2015-04-13 05:43:36 UTC,2015-04-13 05:43:36 UTC
3,EI,330,Airbus A330-300 (330),{"f"=>0, "j"=>24, "p"=>0, "y"=>298, "total"=>322},2015-04-13 05:43:37 UTC,2015-04-13 05:43:37 UTC
4,SU,332,Airbus A330-200 (332),{"f"=>0, "j"=>0, "p"=>0, "y"=>207, "total"=>241},2015-04-13 05:43:38 UTC,2015-04-13 05:43:38 UTC
5,SU,333,Airbus A330-300 (333),{"f"=>0, "j"=>0, "p"=>0, "y"=>276, "total"=>310},2015-04-13 05:43:38 UTC,2015-04-13 05:43:38 UTC
6,SU,763,Boeing 767-300ER (763) V1,{"f"=>0, "j"=>0, "p"=>0, "y"=>188, "total"=>218},2015-04-13 05:43:39 UTC,2015-04-13 05:43:39 UTC
7,SU,763,Boeing 767-300ER (763) V2,{"f"=>0, "j"=>0, "p"=>0, "y"=>185, "total"=>215},2015-04-13 05:43:40 UTC,2015-04-13 05:43:40 UTC
8,SU,763,Boeing 767-300ER (763) V3,{"f"=>0, "j"=>0, "p"=>0, "y"=>188, "total"=>218},2015-04-13 05:43:40 UTC,2015-04-13 05:43:40 UTC
9,SU,763,Boeing 767-300ER (763) V4,{"f"=>0, "j"=>0, "p"=>0, "y"=>186, "total"=>216},2015-04-13 05:43:41 UTC,2015-04-13 05:43:41 UTC
10,SU,773,Boeing 777-300ER (773),{"f"=>0, "j"=>0, "p"=>48, "y"=>324, "total"=>402},2015-04-13 05:43:42 UTC,2015-04-13 05:43:42 UTC
11,SU,IL9,Ilyushin IL 96-300 (IL9),{"f"=>0, "j"=>0, "p"=>0, "y"=>270, "total"=>282},2015-04-13 05:43:43 UTC,2015-04-13 05:43:43 UTC
12,AM,762,Boeing 767-200 (762),{"f"=>0, "j"=>30, "p"=>0, "y"=>144, "total"=>174},2015-04-13 05:43:43 UTC,2015-04-13 05:43:43 UTC
13,AM,763,Boeing 767-300 (763),{"f"=>0, "j"=>30, "p"=>0, "y"=>164, "total"=>194},2015-04-13 05:43:44 UTC,2015-04-13 05:43:44 UTC
14,AM,772,Boeing 777-200 (772),{"f"=>0, "j"=>49, "p"=>0, "y"=>228, "total"=>277},2015-04-13 05:43:45 UTC,2015-04-13 05:43:45 UTC
15,AM,788,Boeing 787-8 (788),{"f"=>0, "j"=>32, "p"=>0, "y"=>211, "total"=>243},2015-04-13 05:43:45 UTC,2015-04-13 05:43:45 UTC
16,AC,333,Airbus A330-300 (333),{"f"=>0, "j"=>37, "p"=>0, "y"=>228, "total"=>265},2015-04-13 05:43:46 UTC,2015-04-13 05:43:46 UTC
17,AC,763,Boeing 767-300ER (763) rouge V1,{"f"=>0, "j"=>0, "p"=>14, "y"=>232, "total"=>264},2015-04-13 05:43:47 UTC,2015-04-13 05:43:47 UTC
18,AC,763,Boeing 767-300ER (763) rouge V1,{"f"=>0, "j"=>0, "p"=>14, "y"=>232, "total"=>264},2015-04-13 05:43:48 UTC,2015-04-13 05:43:48 UTC
19,AC,763,Boeing 767-300ER (763) rouge V2,{"f"=>0, "j"=>0, "p"=>35, "y"=>221, "total"=>280},2015-04-13 05:43:49 UTC,2015-04-13 05:43:49 UTC
20,AC,763,Boeing 767-300ER (763) rouge V2,{"f"=>0, "j"=>0, "p"=>35, "y"=>221, "total"=>280},2015-04-13 05:43:50 UTC,2015-04-13 05:43:50 UTC
21,AC,763,Boeing 767-300ER (763) V1,{"f"=>0, "j"=>24, "p"=>0, "y"=>187, "total"=>211},2015-04-13 05:43:51 UTC,2015-04-13 05:43:51 UTC
22,AC,763,Boeing 767-300ER (763) V2,{"f"=>0, "j"=>24, "p"=>0, "y"=>187, "total"=>211},2015-04-13 05:43:51 UTC,2015-04-13 05:43:51 UTC
29,AC,332,Airbus A330-200 (332),{"f"=>0, "j"=>30, "p"=>0, "y"=>207, "total"=>237},2015-04-13 05:43:56 UTC,2015-04-13 05:43:56 UTC
30,AC,333,Airbus A330-300 (333),{"f"=>0, "j"=>30, "p"=>16, "y"=>255, "total"=>301},2015-04-13 05:43:57 UTC,2015-04-13 05:43:57 UTC
31,AC,744,Boeing 747-400 (744),{"f"=>10, "j"=>42, "p"=>0, "y"=>292, "total"=>344},2015-04-13 05:43:58 UTC,2015-04-13 05:43:58 UTC
32,AC,772,Boeing 777-200 (772),{"f"=>0, "j"=>30, "p"=>63, "y"=>217, "total"=>310},2015-04-13 05:43:59 UTC,2015-04-13 05:43:59 UTC
33,AC,77W,Boeing 777-300ER (77W),{"f"=>8, "j"=>42, "p"=>0, "y"=>261, "total"=>311},2015-04-13 05:44:00 UTC,2015-04-13 05:44:00 UTC
45,AI,744,Boeing 747-400 (744),{"f"=>12, "j"=>26, "p"=>0, "y"=>385, "total"=>423},2015-04-13 05:44:14 UTC,2015-04-13 05:44:14 UTC
46,AI,77L,Boeing 777-200LR (77L),{"f"=>8, "j"=>35, "p"=>0, "y"=>195, "total"=>238},2015-04-13 05:44:15 UTC,2015-04-13 05:44:15 UTC
47,AI,77W,Boeing 777-300ER (77W),{"f"=>4, "j"=>35, "p"=>0, "y"=>303, "total"=>342},2015-04-13 05:44:15 UTC,2015-04-13 05:44:15 UTC
48,AI,788,Boeing 787-8 (788),{"f"=>0, "j"=>18, "p"=>0, "y"=>238, "total"=>256},2015-04-13 05:44:16 UTC,2015-04-13 05:44:16 UTC
563,AZ,772,Boeing 777-200ER (772),{"f"=>0, "j"=>0, "p"=>24, "y"=>0, "total"=>293},2015-04-13 06:28:51 UTC,2015-04-13 06:28:51 UTC
564,G4,319,Airbus A319 (319),{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>156},2015-04-13 06:28:52 UTC,2015-04-13 06:28:52 UTC
565,G4,319,Airbus A319 (319),{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>156},2015-04-13 06:28:52 UTC,2015-04-13 06:28:52 UTC
55,TS,313,Airbus A310-300 (313) New Business,{"f"=>0, "j"=>0, "p"=>0, "y"=>232, "total"=>244},2015-04-13 05:44:20 UTC,2015-04-13 05:44:20 UTC
56,TS,332,Airbus A330-200 (332) New Business,{"f"=>0, "j"=>0, "p"=>0, "y"=>333, "total"=>345},2015-04-13 05:44:21 UTC,2015-04-13 05:44:21 UTC
57,TS,333,Airbus A330-300 (333) New Business,{"f"=>0, "j"=>0, "p"=>0, "y"=>334, "total"=>346},2015-04-13 05:44:21 UTC,2015-04-13 05:44:21 UTC
58,TS,333,Airbus A330-300 (333) New Business,{"f"=>0, "j"=>0, "p"=>0, "y"=>334, "total"=>346},2015-04-13 05:48:11 UTC,2015-04-13 05:48:11 UTC
59,D7,333,Airbus A330-300 (333),{"f"=>0, "j"=>12, "p"=>0, "y"=>365, "total"=>377},2015-04-13 05:48:49 UTC,2015-04-13 05:48:49 UTC
54,TN,343,Airbus A340-300 (343),{"f"=>0, "j"=>30, "p"=>0, "y"=>264, "total"=>294},2015-04-13 05:44:20 UTC,2015-04-13 05:44:20 UTC
34,UX,332,Airbus A330-200 (332),{"f"=>0, "j"=>24, "p"=>0, "y"=>275, "total"=>299},2015-04-13 05:44:00 UTC,2015-04-13 05:44:00 UTC
62,AB,332,Airbus A330-200 (332) Two Class,{"f"=>0, "j"=>19, "p"=>0, "y"=>279, "total"=>298},2015-04-13 05:48:51 UTC,2015-04-13 05:48:51 UTC
63,AZ,332,Airbus A330-200 (332) Three Class,{"f"=>0, "j"=>0, "p"=>17, "y"=>0, "total"=>256},2015-04-13 05:48:52 UTC,2015-04-13 05:48:52 UTC
64,AZ,332,Airbus A330-200 (332) Two Class,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>283},2015-04-13 05:48:52 UTC,2015-04-13 05:48:52 UTC
94,OZ,333,Airbus A330-300 (333) V1,{"f"=>0, "j"=>30, "p"=>0, "y"=>0, "total"=>290},2015-04-13 05:49:11 UTC,2015-04-13 05:49:11 UTC
95,OZ,333,Airbus A330-300 (333) V2,{"f"=>0, "j"=>30, "p"=>0, "y"=>0, "total"=>275},2015-04-13 05:49:11 UTC,2015-04-13 05:49:11 UTC
96,OZ,388,Airbus A380-800 (388) ,{"f"=>12, "j"=>66, "p"=>0, "y"=>0, "total"=>495},2015-04-13 05:49:12 UTC,2015-04-13 05:49:12 UTC
97,OZ,747,Boeing 747-400 (747),{"f"=>10, "j"=>45, "p"=>0, "y"=>0, "total"=>359},2015-04-13 05:49:13 UTC,2015-04-13 05:49:13 UTC
98,OZ,74E,Boeing 747-400 Combi (74E),{"f"=>10, "j"=>24, "p"=>0, "y"=>0, "total"=>264},2015-04-13 05:49:14 UTC,2015-04-13 05:49:14 UTC
99,OZ,763,Boeing 767-300 (763),{"f"=>0, "j"=>15, "p"=>0, "y"=>0, "total"=>250},2015-04-13 05:49:14 UTC,2015-04-13 05:49:14 UTC
100,OZ,772,Boeing 777-200ER (772) V1,{"f"=>0, "j"=>28, "p"=>0, "y"=>0, "total"=>299},2015-04-13 05:49:15 UTC,2015-04-13 05:49:15 UTC
101,OZ,772,Boeing 777-200ER (772) V2,{"f"=>0, "j"=>24, "p"=>0, "y"=>0, "total"=>295},2015-04-13 05:49:15 UTC,2015-04-13 05:49:15 UTC
102,OZ,772,Boeing 777-200ER (772) V3,{"f"=>0, "j"=>28, "p"=>0, "y"=>0, "total"=>300},2015-04-13 05:49:16 UTC,2015-04-13 05:49:16 UTC
103,OZ,772,Boeing 777-200ER (772) V4,{"f"=>8, "j"=>28, "p"=>0, "y"=>0, "total"=>262},2015-04-13 05:49:17 UTC,2015-04-13 05:49:17 UTC
104,OZ,772,Boeing 777-200ER (772) V5,{"f"=>8, "j"=>24, "p"=>0, "y"=>211, "total"=>243},2015-04-13 05:49:17 UTC,2015-04-13 05:49:17 UTC
105,OS,763,Boeing 767-300ER (763) V1,{"f"=>0, "j"=>36, "p"=>0, "y"=>178, "total"=>214},2015-04-13 05:49:18 UTC,2015-04-13 05:49:18 UTC
78,NH,737,Boeing 737-700 (737),{"f"=>0, "j"=>8, "p"=>0, "y"=>112, "total"=>120},2015-04-13 05:49:01 UTC,2015-04-13 05:49:01 UTC
79,NH,763,Boeing 767-300ER (763) V1,{"f"=>0, "j"=>35, "p"=>0, "y"=>167, "total"=>202},2015-04-13 05:49:02 UTC,2015-04-13 05:49:02 UTC
80,NH,763,Boeing 767-300ER (763) V2,{"f"=>0, "j"=>35, "p"=>0, "y"=>179, "total"=>214},2015-04-13 05:49:02 UTC,2015-04-13 05:49:02 UTC
81,NH,772,Boeing 777-200ER (772) Three Class,{"f"=>0, "j"=>70, "p"=>36, "y"=>117, "total"=>223},2015-04-13 05:49:03 UTC,2015-04-13 05:49:03 UTC
82,NH,772,Boeing 777-200ER (772) Two Class,{"f"=>0, "j"=>35, "p"=>0, "y"=>271, "total"=>306},2015-04-13 05:49:03 UTC,2015-04-13 05:49:03 UTC
83,NH,773,Boeing 777-300 (773) V1,{"f"=>8, "j"=>68, "p"=>0, "y"=>139, "total"=>215},2015-04-13 05:49:04 UTC,2015-04-13 05:49:04 UTC
84,NH,773,Boeing 777-300 (773) V2,{"f"=>8, "j"=>52, "p"=>0, "y"=>202, "total"=>262},2015-04-13 05:49:05 UTC,2015-04-13 05:49:05 UTC
85,NH,77W,Boeing 777-300ER (77W) V1,{"f"=>8, "j"=>52, "p"=>24, "y"=>166, "total"=>250},2015-04-13 05:49:05 UTC,2015-04-13 05:49:05 UTC
86,NH,77W,Boeing 777-300ER (77W) V2,{"f"=>8, "j"=>68, "p"=>24, "y"=>112, "total"=>212},2015-04-13 05:49:06 UTC,2015-04-13 05:49:06 UTC
87,NH,77W,Boeing 777-300ER (77W) V3,{"f"=>8, "j"=>77, "p"=>24, "y"=>138, "total"=>247},2015-04-13 05:49:07 UTC,2015-04-13 05:49:07 UTC
88,NH,77W,Boeing 777-300ER (77W) V4,{"f"=>8, "j"=>52, "p"=>24, "y"=>180, "total"=>264},2015-04-13 05:49:07 UTC,2015-04-13 05:49:07 UTC
89,NH,788,Boeing 787-8 (788) Three Class,{"f"=>0, "j"=>46, "p"=>21, "y"=>102, "total"=>169},2015-04-13 05:49:08 UTC,2015-04-13 05:49:08 UTC
90,NH,788,Boeing 787-8 (788) Two Class V1,{"f"=>0, "j"=>42, "p"=>0, "y"=>180, "total"=>222},2015-04-13 05:49:08 UTC,2015-04-13 05:49:08 UTC
91,NH,788,Boeing 787-8 (788) Two Class V2,{"f"=>0, "j"=>46, "p"=>0, "y"=>112, "total"=>158},2015-04-13 05:49:09 UTC,2015-04-13 05:49:09 UTC
109,BA,319,Airbus A319 (319) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>126},2015-04-13 05:49:20 UTC,2015-04-13 05:49:20 UTC
110,BA,319,Airbus A319 (319) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>126},2015-04-13 05:49:21 UTC,2015-04-13 05:49:21 UTC
111,BA,320,Airbus A320 (320) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>152},2015-04-13 05:49:21 UTC,2015-04-13 05:49:21 UTC
112,BA,320,Airbus A320 (320) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>152},2015-04-13 05:49:22 UTC,2015-04-13 05:49:22 UTC
113,BA,321,Airbus A321 (321) Domestic,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>188},2015-04-13 05:49:22 UTC,2015-04-13 05:49:22 UTC
114,BA,321,Airbus A321 (321) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>184},2015-04-13 05:49:23 UTC,2015-04-13 05:49:23 UTC
115,BA,321,Airbus A321 (321) European,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>184},2015-04-13 05:49:23 UTC,2015-04-13 05:49:23 UTC
116,BA,321,Airbus A321 (321) Intl,{"f"=>0, "j"=>0, "p"=>0, "y"=>131, "total"=>154},2015-04-13 05:49:24 UTC,2015-04-13 05:49:24 UTC
117,BA,388,Airbus A380-800 (388),{"f"=>14, "j"=>97, "p"=>55, "y"=>303, "total"=>469},2015-04-13 05:49:25 UTC,2015-04-13 05:49:25 UTC
118,BA,744,Boeing 747-400 (744) V1,{"f"=>14, "j"=>52, "p"=>36, "y"=>243, "total"=>345},2015-04-13 05:49:25 UTC,2015-04-13 05:49:25 UTC
119,BA,744,Boeing 747-400 (744) V2,{"f"=>14, "j"=>70, "p"=>30, "y"=>185, "total"=>299},2015-04-13 05:49:26 UTC,2015-04-13 05:49:26 UTC
120,BA,763,Boeing 767-300 (763) V3 Worldwide,{"f"=>0, "j"=>0, "p"=>24, "y"=>0, "total"=>189},2015-04-13 05:49:27 UTC,2015-04-13 05:49:27 UTC
121,BA,763,Boeing 767-300 (763) V4,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>244},2015-04-13 05:49:27 UTC,2015-04-13 05:49:27 UTC
122,BA,763,Boeing 767-300 (763) V5,{"f"=>0, "j"=>0, "p"=>0, "y"=>0, "total"=>247},2015-04-13 05:49:28 UTC,2015-04-13 05:49:28 UTC
106,OS,763,Boeing 767-300ER (763) V2,{"f"=>0, "j"=>26, "p"=>0, "y"=>199, "total"=>225},2015-04-13 05:49:18 UTC,2015-04-13 05:49:18 UTC
107,OS,772,Boeing 777-200 (772),{"f"=>0, "j"=>48, "p"=>0, "y"=>260, "total"=>308},2015-04-13 05:49:19 UTC,2015-04-13 05:49:19 UTC
108,AV,332,Airbus A330-200 (332),{"f"=>0, "j"=>30, "p"=>0, "y"=>222, "total"=>252},2015-04-13 05:49:19 UTC,2015-04-13 05:49:19 UTC
248,HA,332,Airbus A330-200 (332),{"f"=>18, "j"=>0, "p"=>30, "y"=>0, "total"=>294},2015-04-13 05:52:20 UTC,2015-04-13 05:52:20 UTC
249,HA,763,Boeing 767-300ER (763) V1,{"f"=>18, "j"=>0, "p"=>0, "y"=>0, "total"=>252},2015-04-13 05:52:21 UTC,2015-04-13 05:52:21 UTC
250,HA,763,Boeing 767-300ER (763) V2,{"f"=>18, "j"=>0, "p"=>0, "y"=>241, "total"=>259},2015-04-13 05:52:22 UTC,2015-04-13 05:52:22 UTC
263,JL,76W,Boeing 767-300ER (76W) V4,{"f"=>0, "j"=>24, "p"=>0, "y"=>175, "total"=>199},2015-04-13 05:52:29 UTC,2015-04-13 05:52:29 UTC
264,JL,772,Boeing 777-200 (772),{"f"=>14, "j"=>82, "p"=>0, "y"=>279, "total"=>375},2015-04-13 05:52:30 UTC,2015-04-13 05:52:30 UTC
265,JL,772,Boeing 777-200ER (772) V1,{"f"=>0, "j"=>56, "p"=>40, "y"=>149, "total"=>245},2015-04-13 05:52:31 UTC,2015-04-13 05:52:31 UTC
266,JL,772,Boeing 777-200ER (772) V2,{"f"=>0, "j"=>28, "p"=>0, "y"=>284, "total"=>312},2015-04-13 05:52:31 UTC,2015-04-13 05:52:31 UTC
267,JL,772,Boeing 777-200ER (772) V3,{"f"=>0, "j"=>63, "p"=>0, "y"=>239, "total"=>302},2015-04-13 05:52:32 UTC,2015-04-13 05:52:32 UTC
268,JL,773,Boeing 777-300 (773),{"f"=>0, "j"=>78, "p"=>0, "y"=>422, "total"=>500},2015-04-13 05:52:33 UTC,2015-04-13 05:52:33 UTC
269,JL,773,Boeing 777-300ER (773) V1,{"f"=>8, "j"=>77, "p"=>46, "y"=>115, "total"=>246},2015-04-13 05:52:33 UTC,2015-04-13 05:52:33 UTC
270,JL,773,Boeing 777-300ER (773) V2,{"f"=>8, "j"=>49, "p"=>40, "y"=>135, "total"=>232},2015-04-13 05:52:34 UTC,2015-04-13 05:52:34 UTC
271,JL,773,Boeing 777-300ER (773) V3,{"f"=>9, "j"=>63, "p"=>44, "y"=>156, "total"=>272},2015-04-13 05:52:35 UTC,2015-04-13 05:52:35 UTC
272,JL,788,Boeing 787-8 (788) ,{"f"=>0, "j"=>42, "p"=>0, "y"=>144, "total"=>186},2015-04-13 05:52:35 UTC,2015-04-13 05:52:35 UTC
273,JL,788,Boeing 787-8 (788) V2,{"f"=>0, "j"=>38, "p"=>35, "y"=>88, "total"=>161},2015-04-13 05:52:36 UTC,2015-04-13 05:52:36 UTC
290,KL,744,Boeing 747-400 (744) Combi,{"f"=>0, "j"=>42, "p"=>36, "y"=>197, "total"=>275},2015-04-13 05:52:47 UTC,2015-04-13 05:52:47 UTC
291,KL,744,Boeing 747-400 (744) Combi New Business,{"f"=>0, "j"=>35, "p"=>36, "y"=>197, "total"=>268},2015-04-13 05:52:47 UTC,2015-04-13 05:52:47 UTC
292,KL,744,Boeing 747-400 (744) Combi New Business,{"f"=>0, "j"=>35, "p"=>36, "y"=>197, "total"=>268},2015-04-13 05:52:48 UTC,2015-04-13 05:52:48 UTC
136,CI,333,Airbus A330-300 (333) V2,{"f"=>0, "j"=>30, "p"=>0, "y"=>277, "total"=>307},2015-04-13 05:49:39 UTC,2015-04-13 05:49:39 UTC
137,CI,333,Airbus A330-300 (333) V3,{"f"=>0, "j"=>0, "p"=>48, "y"=>265, "total"=>313},2015-04-13 05:49:40 UTC,2015-04-13 05:49:40 UTC
138,CI,343,Airbus A340-300 (343),{"f"=>0, "j"=>30, "p"=>0, "y"=>246, "total"=>276},2015-04-13 05:49:41 UTC,2015-04-13 05:49:41 UTC
139,CI,744,Boeing 747-400 (744) V1,{"f"=>0, "j"=>70, "p"=>0, "y"=>319, "total"=>389},2015-04-13 05:49:41 UTC,2015-04-13 05:49:41 UTC
140,CI,744,Boeing 747-400 (744) V2,{"f"=>12, "j"=>49, "p"=>0, "y"=>314, "total"=>375},2015-04-13 05:49:42 UTC,2015-04-13 05:49:42 UTC
141,CI,744,Boeing 747-400 (744) V3,{"f"=>12, "j"=>49, "p"=>0, "y"=>319, "total"=>380},2015-04-13 05:49:43 UTC,2015-04-13 05:49:43 UTC
142,CI,77W,Boeing 777-300ER (77W),{"f"=>0, "j"=>40, "p"=>62, "y"=>256, "total"=>358},2015-04-13 05:49:43 UTC,2015-04-13 05:49:43 UTC
143,MU,332,Airbus A330-200 (332),{"f"=>0, "j"=>24, "p"=>0, "y"=>240, "total"=>264},2015-04-13 05:49:44 UTC,2015-04-13 05:49:44 UTC
144,MU,33E,Airbus A330-200 (33E) ,{"f"=>0, "j"=>30, "p"=>0, "y"=>204, "total"=>234},2015-04-13 05:49:44 UTC,2015-04-13 05:49:44 UTC
145,MU,333,Airbus A330-300 (333),{"f"=>0, "j"=>38, "p"=>0, "y"=>262, "total"=>300},2015-04-13 05:49:45 UTC,2015-04-13 05:49:45 UTC
146,MU,346,Airbus A340-600 (346),{"f"=>8, "j"=>40, "p"=>0, "y"=>272, "total"=>320},2015-04-13 05:49:46 UTC,2015-04-13 05:49:46 UTC
147,MU,733,Boeing 737-300 (733) V1,{"f"=>0, "j"=>0, "p"=>0, "y"=>148, "total"=>148},2015-04-13 05:49:46 UTC,2015-04-13 05:49:46 UTC
148,MU,77W,Boeing 777-300ER (77W) ,{"f"=>6, "j"=>52, "p"=>0, "y"=>258, "total"=>316},2015-04-13 05:49:47 UTC,2015-04-13 05:49:47 UTC
149,CZ,332,Airbus A330-200 (332) V1,{"f"=>4, "j"=>24, "p"=>48, "y"=>142, "total"=>218},2015-04-13 05:49:47 UTC,2015-04-13 05:49:47 UTC
150,CZ,332,Airbus A330-200 (332) V2,{"f"=>0, "j"=>24, "p"=>50, "y"=>184, "total"=>258},2015-04-13 05:49:48 UTC,2015-04-13 05:49:48 UTC
151,CZ,333,Airbus A330-300 (333) V1,{"f"=>4, "j"=>24, "p"=>48, "y"=>208, "total"=>284},2015-04-13 05:49:48 UTC,2015-04-13 05:49:48 UTC
152,CZ,333,Airbus A330-300 (333) V2,{"f"=>0, "j"=>30, "p"=>48, "y"=>197, "total"=>275},2015-04-13 05:49:49 UTC,2015-04-13 05:49:49 UTC
153,CZ,388,Airbus A380-800 (388) ,{"f"=>8, "j"=>70, "p"=>0, "y"=>428, "total"=>506},2015-04-13 05:49:50 UTC,2015-04-13 05:49:50 UTC
123,BA,772,Boeing 777-200 (772) Four Class,{"f"=>14, "j"=>48, "p"=>40, "y"=>122, "total"=>224},2015-04-13 05:49:29 UTC,2015-04-13 05:49:29 UTC
124,BA,772,Boeing 777-200 (772) Three Class,{"f"=>0, "j"=>0, "p"=>24, "y"=>0, "total"=>275},2015-04-13 05:49:29 UTC,2015-04-13 05:49:29 UTC
125,BA,773,Boeing 777-300 (773) Four Class,{"f"=>14, "j"=>56, "p"=>44, "y"=>185, "total"=>299},2015-04-13 05:49:30 UTC,2015-04-13 05:49:30 UTC
126,BA,788,Boeing 787-8 (788),{"f"=>0, "j"=>0, "p"=>25, "y"=>0, "total"=>214},2015-04-13 05:49:31 UTC,2015-04-13 05:49:31 UTC
129,CX,33G,Airbus A330-300 (33G) Three Class,{"f"=>0, "j"=>39, "p"=>28, "y"=>175, "total"=>242},2015-04-13 05:49:33 UTC,2015-04-13 05:49:33 UTC
130,CX,34J,Airbus A340-300 (34J) Three Class,{"f"=>0, "j"=>26, "p"=>28, "y"=>211, "total"=>265},2015-04-13 05:49:34 UTC,2015-04-13 05:49:34 UTC
131,CX,74K,Boeing 747-400 (74K) Four Class,{"f"=>9, "j"=>46, "p"=>26, "y"=>278, "total"=>359},2015-04-13 05:49:35 UTC,2015-04-13 05:49:35 UTC
132,CX,772,Boeing 777-200 (772) Regional,{"f"=>0, "j"=>45, "p"=>0, "y"=>291, "total"=>336},2015-04-13 05:49:36 UTC,2015-04-13 05:49:36 UTC
133,CX,77Z,Boeing 777-300 (77Z) New Regional,{"f"=>0, "j"=>42, "p"=>0, "y"=>356, "total"=>398},2015-04-13 05:49:37 UTC,2015-04-13 05:49:37 UTC
134,CX,77G,Boeing 777-300ER (77G) Three Class ,{"f"=>0, "j"=>40, "p"=>32, "y"=>268, "total"=>340},2015-04-13 05:49:37 UTC,2015-04-13 05:49:37 UTC
135,CX,77H,Boeing 777-300ER (77H) Four Class,{"f"=>6, "j"=>53, "p"=>34, "y"=>182, "total"=>275},2015-04-13 05:49:38 UTC,2015-04-13 05:49:38 UTC
154,CZ,752,Boeing 757-200 (752) V1,{"f"=>0, "j"=>8, "p"=>23, "y"=>166, "total"=>197},2015-04-13 05:49:50 UTC,2015-04-13 05:49:50 UTC
155,CZ,752,Boeing 757-200 (752) V2,{"f"=>0, "j"=>8, "p"=>30, "y"=>154, "total"=>192},2015-04-13 05:49:51 UTC,2015-04-13 05:49:51 UTC
162,DE,753,Boeing 757-300 (753),{"f"=>0, "j"=>0, "p"=>32, "y"=>32, "total"=>265},2015-04-13 05:49:55 UTC,2015-04-13 05:49:55 UTC
163,DE,763,Boeing 767-300ER (763) V1,{"f"=>0, "j"=>18, "p"=>35, "y"=>206, "total"=>259},2015-04-13 05:49:56 UTC,2015-04-13 05:49:56 UTC
164,OK,321,Airbus A321-200 (321),{"f"=>0, "j"=>52, "p"=>0, "y"=>154, "total"=>206},2015-04-13 05:49:56 UTC,2015-04-13 05:49:56 UTC
